title,original_title,budget,genre,language,spoken_languages,homepage,overview,popularity,runtime,revenue,release_date,vote_average,vote_count,production_countries,web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.organization
Alone Together,Alone Together,0,,en,,,"A college freshman tries to win back his ex-girlfriend, Calamity, despite the best efforts of his lesbian roommate.",1.4,73,0,2019-10-31,0.0,0,,https://www.nytimes.com/2022/07/21/movies/alone-together-review.html,"Katie Holmes writes, directs and stars in this minor-key rom-com set in 2020.",The New York Times,"subject: Movies;persons: Holmes, Katie;creative_works: Alone Together (Movie);",2022-07-21T15:37:18+0000,254,‘Alone Together’ Review: Finding Love in a Pandemic Retreat,,,Alone Together,,,,By Teo Bugbee,
Alone Together,Alone Together,0,,en,,,A bitter sweet one night stand between a Romantique Italian student and an Argentinean waitress.,0.6,15,0,2005-01-28,0.0,0,,https://www.nytimes.com/2022/07/21/movies/alone-together-review.html,"Katie Holmes writes, directs and stars in this minor-key rom-com set in 2020.",The New York Times,"subject: Movies;persons: Holmes, Katie;creative_works: Alone Together (Movie);",2022-07-21T15:37:18+0000,254,‘Alone Together’ Review: Finding Love in a Pandemic Retreat,,,Alone Together,,,,By Teo Bugbee,
Alone Together,Alone Together,0,"Documentary, Animation",en,,,How one doctor’s family is navigating COVID-19,0.6,3,0,2021-03-12,0.0,0,,https://www.nytimes.com/2022/07/21/movies/alone-together-review.html,"Katie Holmes writes, directs and stars in this minor-key rom-com set in 2020.",The New York Times,"subject: Movies;persons: Holmes, Katie;creative_works: Alone Together (Movie);",2022-07-21T15:37:18+0000,254,‘Alone Together’ Review: Finding Love in a Pandemic Retreat,,,Alone Together,,,,By Teo Bugbee,
Alone Together,Alone Together,100,Drama,en,English,,"Ian Adams, a young physics professor, is struggling to maintain control of his sanity after a soul-crushing breakup with his girlfriend Catelyn Magdeline. As Ian tries to continue with his work, he finds it difficult to put his past behind him.",0.6,8,0,2018-07-03,0.0,0,United States of America,https://www.nytimes.com/2022/07/21/movies/alone-together-review.html,"Katie Holmes writes, directs and stars in this minor-key rom-com set in 2020.",The New York Times,"subject: Movies;persons: Holmes, Katie;creative_works: Alone Together (Movie);",2022-07-21T15:37:18+0000,254,‘Alone Together’ Review: Finding Love in a Pandemic Retreat,,,Alone Together,,,,By Teo Bugbee,
Alone Together,가까이,0,Drama,ko,Korean,,"Ju-won, a personal assistant for people with disabilities, steals the guide dog from her visually impaired employer, Kyung-min, to pay off her boyfriend's debt.",0.986,28,0,2017-10-28,0.0,0,South Korea,https://www.nytimes.com/2022/07/21/movies/alone-together-review.html,"Katie Holmes writes, directs and stars in this minor-key rom-com set in 2020.",The New York Times,"subject: Movies;persons: Holmes, Katie;creative_works: Alone Together (Movie);",2022-07-21T15:37:18+0000,254,‘Alone Together’ Review: Finding Love in a Pandemic Retreat,,,Alone Together,,,,By Teo Bugbee,
Alone Together,東京組曲2020,0,Documentary,ja,Japanese,,"A state of emergency was declared for the first time under the Law Concerning Special Measures against COVID-19, on April 7th, in Japan. It has changed everyone’s life. The film is based on the actual experience of the film director, Mishima Yukiko on April 22nd, 2020, and was filmed by 20 actors.",1.802,96,0,2023-05-13,0.0,0,Japan,https://www.nytimes.com/2022/07/21/movies/alone-together-review.html,"Katie Holmes writes, directs and stars in this minor-key rom-com set in 2020.",The New York Times,"subject: Movies;persons: Holmes, Katie;creative_works: Alone Together (Movie);",2022-07-21T15:37:18+0000,254,‘Alone Together’ Review: Finding Love in a Pandemic Retreat,,,Alone Together,,,,By Teo Bugbee,
Alone Together,Compartespacios,0,Drama,es,Spanish,,"Isabel finds relief from her intense anxiety and shyness by moving in with Paula, her best friend. However, the dynamic shifts when Paula starts a romantic relationship, and Isabel's connection with her partner triggers an unexpected emotional twist.",1.066,75,0,2023-10-11,0.0,0,Peru,https://www.nytimes.com/2022/07/21/movies/alone-together-review.html,"Katie Holmes writes, directs and stars in this minor-key rom-com set in 2020.",The New York Times,"subject: Movies;persons: Holmes, Katie;creative_works: Alone Together (Movie);",2022-07-21T15:37:18+0000,254,‘Alone Together’ Review: Finding Love in a Pandemic Retreat,,,Alone Together,,,,By Teo Bugbee,
Alone Together,ביחד לבד,0,Documentary,he,Hebrew,https://go2films.com/films/alone-together/,"Ravit spends all of her time spreading her love wherever it is needed. During the day she cooks for hundreds of Tel Aviv's homeless. In the evenings she hugs abandoned babies in the birthing ward. Without human touch and the warmth of a hug, the abandoned babies won't develop properly and can even die. Ravit always wanted children of her own, but life dictated otherwise. As she turns 50, she decides that she too wants to be on love's receiving end, but that may prove to be a lot harder to find.",0.66,54,0,2019-05-30,6.0,2,Israel,https://www.nytimes.com/2022/07/21/movies/alone-together-review.html,"Katie Holmes writes, directs and stars in this minor-key rom-com set in 2020.",The New York Times,"subject: Movies;persons: Holmes, Katie;creative_works: Alone Together (Movie);",2022-07-21T15:37:18+0000,254,‘Alone Together’ Review: Finding Love in a Pandemic Retreat,,,Alone Together,,,,By Teo Bugbee,
Alone Together,Sami zajedno,0,Drama,sr,Serbian,,"Returning home to Belgrade, under the strange circumstances, two strangers must share a hotel room for one night.",0.611,21,0,2021-08-10,0.0,0,Serbia,https://www.nytimes.com/2022/07/21/movies/alone-together-review.html,"Katie Holmes writes, directs and stars in this minor-key rom-com set in 2020.",The New York Times,"subject: Movies;persons: Holmes, Katie;creative_works: Alone Together (Movie);",2022-07-21T15:37:18+0000,254,‘Alone Together’ Review: Finding Love in a Pandemic Retreat,,,Alone Together,,,,By Teo Bugbee,
Art of Love,Simone,0,"Drama, Romance",es,"English, Spanish",,"A mysterious, erotic and haunting love story between a writer/professor at Puerto Rico's leading University and an aspiring artist from the immigrant Chinese community.",5.515,116,0,2021-10-14,3.333,6,Puerto Rico,https://www.nytimes.com/2022/07/21/movies/art-of-love-review.html,"A disillusioned college professor develops a relationship with a young Chinese woman, in a familiar and worn-out narrative.",The New York Times,"subject: Movies;creative_works: Art of Love (Movie);persons: Kaplan, Betty (Film Director);",2022-07-21T13:21:43+0000,354,‘Art of Love’ Review: An Erotic Male Fantasy in Puerto Rico,,,Art of Love,,,,By Concepción de León,
Art of Love,Prinzessin Olala,0,"Drama, Comedy",de,,,,1.4,116,0,1928-09-05,0.0,0,Germany,https://www.nytimes.com/2022/07/21/movies/art-of-love-review.html,"A disillusioned college professor develops a relationship with a young Chinese woman, in a familiar and worn-out narrative.",The New York Times,"subject: Movies;creative_works: Art of Love (Movie);persons: Kaplan, Betty (Film Director);",2022-07-21T13:21:43+0000,354,‘Art of Love’ Review: An Erotic Male Fantasy in Puerto Rico,,,Art of Love,,,,By Concepción de León,
The Wheel,The Wheel,0,Drama,en,English,,"Albee and Walker, a young couple on the brink of divorce, rent a mountain getaway to save their fledgling marriage. Before long, their personal drama creates tension between their newly engaged AirBnB hosts -- Ben & Carly — leaving us to wonder if either couples’ relationships will survive the weekend.",3.353,83,0,2022-07-22,5.5,6,United States of America,https://www.nytimes.com/2022/07/21/movies/the-wheel-review.html,"In this marriage drama, a young couple heads to the countryside to break out of a toxic cycle.",The New York Times,"subject: Movies;creative_works: The Wheel (Movie);persons: Pink, Steve;",2022-07-21T11:00:08+0000,287,‘The Wheel’ Review: Songs of Love and Hate,,,The Wheel,,,,By Nicolas Rapold,
The Wheel,The Wheel,0,Horror,en,English,https://vimeo.com/427579189,"A woman receives an antique toy Ferris wheel from her husband to sell in their shop. However, once nightfall hits, the wheel is not as innocent as it seems – bringing an entity into her world with sinister intentions.",0.6,15,0,2021-02-15,8.0,2,United States of America,https://www.nytimes.com/2022/07/21/movies/the-wheel-review.html,"In this marriage drama, a young couple heads to the countryside to break out of a toxic cycle.",The New York Times,"subject: Movies;creative_works: The Wheel (Movie);persons: Pink, Steve;",2022-07-21T11:00:08+0000,287,‘The Wheel’ Review: Songs of Love and Hate,,,The Wheel,,,,By Nicolas Rapold,
The Wheel,The Wheel,0,Fantasy,en,English,https://www.facebook.com/pages/The-Wheel/189966064405253,"A visually imaginative tale of a dutiful young man, fated to maintain the balance of the world – and his mischievous sister, determined to test the balance.",0.6,16,0,2011-09-29,6.0,1,United States of America,https://www.nytimes.com/2022/07/21/movies/the-wheel-review.html,"In this marriage drama, a young couple heads to the countryside to break out of a toxic cycle.",The New York Times,"subject: Movies;creative_works: The Wheel (Movie);persons: Pink, Steve;",2022-07-21T11:00:08+0000,287,‘The Wheel’ Review: Songs of Love and Hate,,,The Wheel,,,,By Nicolas Rapold,
The Wheel,The Wheel,0,Horror,en,English,,"After being kidnapped, Emma is thrown into a mysterious hunting ground where spinning a wheel has decided her fate.",0.6,13,0,,0.0,0,,https://www.nytimes.com/2022/07/21/movies/the-wheel-review.html,"In this marriage drama, a young couple heads to the countryside to break out of a toxic cycle.",The New York Times,"subject: Movies;creative_works: The Wheel (Movie);persons: Pink, Steve;",2022-07-21T11:00:08+0000,287,‘The Wheel’ Review: Songs of Love and Hate,,,The Wheel,,,,By Nicolas Rapold,
The Wheel,The Wheel,0,Horror,th,Thai,,A performer finds a trunk full of puppets which he decides to use for his show. But he slowly begins to suspect that the puppets are cursed.,1.4,41,0,2002-05-01,3.0,1,Thailand,https://www.nytimes.com/2022/07/21/movies/the-wheel-review.html,"In this marriage drama, a young couple heads to the countryside to break out of a toxic cycle.",The New York Times,"subject: Movies;creative_works: The Wheel (Movie);persons: Pink, Steve;",2022-07-21T11:00:08+0000,287,‘The Wheel’ Review: Songs of Love and Hate,,,The Wheel,,,,By Nicolas Rapold,
The Wheel,The Wheel,0,,en,,,"Two lovers meet in a motel room for a tryst. Clay pretends to hunt down Rose with a gun in a playful, frisky way, but then they get to talking, as lovers do, about their near-death experiences. Clay talks about being stepped on by a horse, which put him in a hospital for weeks as he struggled to stay alive.  But Rose tells a story about her car breaking down on the deserted highway and being picked up by a man who is a murderer. Her only hope is creating some kind of connection with her potential killer, but that decision has its perils and unexpected consequences",0.6,14,0,2018-06-01,0.0,0,,https://www.nytimes.com/2022/07/21/movies/the-wheel-review.html,"In this marriage drama, a young couple heads to the countryside to break out of a toxic cycle.",The New York Times,"subject: Movies;creative_works: The Wheel (Movie);persons: Pink, Steve;",2022-07-21T11:00:08+0000,287,‘The Wheel’ Review: Songs of Love and Hate,,,The Wheel,,,,By Nicolas Rapold,
The Wheel,The Wheel,0,"Mystery, Thriller",fa,Persian,,"On an empty road, a man pulls over to give a ride to a hitchhiker holding a wheel but as the stranger approaches the car, the man gets too scared to let him in. Shortly after, while he's dining the hitchhiker gets off a truck recognizing the driver's car and comes in. The driver grabs a knife and ...",0.6,18,0,2015-01-01,0.0,0,Iran,https://www.nytimes.com/2022/07/21/movies/the-wheel-review.html,"In this marriage drama, a young couple heads to the countryside to break out of a toxic cycle.",The New York Times,"subject: Movies;creative_works: The Wheel (Movie);persons: Pink, Steve;",2022-07-21T11:00:08+0000,287,‘The Wheel’ Review: Songs of Love and Hate,,,The Wheel,,,,By Nicolas Rapold,
Thor: Love and Thunder,Thor: Love and Thunder,250000000,"Fantasy, Action, Comedy",en,English,https://www.marvel.com/movies/thor-love-and-thunder,"After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",120.533,119,760900000,2022-07-06,6.488,6852,United States of America,https://www.nytimes.com/2022/07/07/movies/thor-love-and-thunder-review.html,"The director Taika Waititi injects antic silliness, once again, into this Marvel franchise starring Chris Hemsworth, who swings a mighty hammer and flexes mightier muscles.",The New York Times,"subject: Movies;organizations: Marvel Studios;persons: Bale, Christian;persons: Crowe, Russell;persons: Hemsworth, Chris;persons: Waititi, Taika;persons: Thompson, Tessa;persons: Portman, Natalie;",2022-07-07T18:26:10+0000,942,‘Thor: Love and Thunder’ Review: A God’s Comic Twilight,,,"He’s Still a Norse God, But Also a Big Old Goof",,,,By Manohla Dargis,
